ENSG00000147443.11	DOK2
ENSG00000141012.11	GALNS
ENSG00000205542.9	TMSB4X
ENSG00000197043.12	ANXA6
ENSG00000227846.1	UGT1A11P
ENSG00000200170.1	Y_RNA
ENSG00000263050.1	AC090617.5
ENSG00000157800.16	SLC37A3
ENSG00000211964.3	IGHV3-48
ENSG00000171763.16	SPATA5L1
ENSG00000131873.5	CHSY1
ENSG00000197405.6	C5AR1
ENSG00000206172.7	HBA1
ENSG00000261335.1	AC005837.1
ENSG00000243147.6	MRPL33
ENSG00000277399.3	GPR179
ENSG00000228224.3	NACA4P
ENSG00000247092.5	SNHG10
ENSG00000276070.3	CCL4L2
ENSG00000106780.8	MEGF9
ENSG00000213199.6	ASIC3
ENSG00000096080.10	MRPS18A
ENSG00000162613.15	FUBP1
ENSG00000158158.10	CNNM4
ENSG00000214908.3	AL353678.1
ENSG00000117419.13	ERI3
ENSG00000137225.11	CAPN11
ENSG00000198816.5	ZNF358
ENSG00000152270.7	PDE3B
ENSG00000277310.1	AC090246.1
ENSG00000231027.1	AC079325.6
ENSG00000168014.15	C2CD3
ENSG00000168140.4	VASN
ENSG00000261557.1	EEF1A1P38
ENSG00000187796.12	CARD9
ENSG00000170006.10	TMEM154
ENSG00000259083.1	AL132639.3
ENSG00000228398.3	HMGN2P25
ENSG00000065675.13	PRKCQ
ENSG00000242553.1	AP001432.1
ENSG00000197888.2	UGT2B17
ENSG00000248400.2	ST13P12
ENSG00000141161.10	UNC45B
ENSG00000243711.1	RPL21P116
ENSG00000188566.10	NDOR1
ENSG00000233230.1	AC079807.1
ENSG00000226287.6	TMEM191A
ENSG00000185250.14	PPIL6
ENSG00000197889.8	MEIG1
ENSG00000265611.1	MIR5010
ENSG00000185917.12	SETD4
ENSG00000114650.17	SCAP
ENSG00000254726.2	MEX3A
ENSG00000263482.3	ANTXRLP1
ENSG00000222179.1	RN7SKP26
ENSG00000270748.1	IGKV2OR2-1
ENSG00000250012.1	AC079848.1
ENSG00000237928.4	NFIA-AS2
ENSG00000106004.4	HOXA5
ENSG00000227467.3	LINC01537
ENSG00000176222.8	ZNF404
ENSG00000170791.16	CHCHD7
ENSG00000248098.9	BCKDHA
ENSG00000214946.12	TBC1D26
ENSG00000253813.1	COX6B1P4
ENSG00000248968.1	AC012640.1
ENSG00000154814.12	OXNAD1
ENSG00000254288.1	AC087672.2
ENSG00000228807.1	MRPS18CP6
ENSG00000136271.9	DDX56
ENSG00000245080.5	MIR3150BHG
ENSG00000281333.1	AC024941.2
ENSG00000111335.11	OAS2
ENSG00000163002.11	NUP35
ENSG00000165275.8	TRMT10B
ENSG00000211642.2	IGLV10-54
ENSG00000226889.3	AL359541.1
ENSG00000138138.12	ATAD1
ENSG00000250900.5	TRIM7-AS1
ENSG00000251602.5	AL928654.1
ENSG00000163041.8	H3-3A
ENSG00000155495.8	MAGEC1
ENSG00000164684.12	ZNF704
ENSG00000160781.14	PAQR6
ENSG00000158874.10	APOA2
ENSG00000119899.12	SLC17A5
ENSG00000135622.11	SEMA4F
ENSG00000237980.1	LINC02773
ENSG00000129235.9	TXNDC17
ENSG00000238150.1	AC008753.1
ENSG00000177885.12	GRB2
ENSG00000111321.9	LTBR
ENSG00000107968.8	MAP3K8
ENSG00000276742.1	AL731566.3
ENSG00000197980.10	LEKR1
ENSG00000280194.1	AD000864.1
ENSG00000131263.11	RLIM
ENSG00000279204.1	AC134043.3
ENSG00000143314.11	MRPL24
ENSG00000145741.14	BTF3
ENSG00000179240.7	GVQW3
ENSG00000102265.10	TIMP1
ENSG00000178401.13	DNAJC22
ENSG00000214189.7	ZNF788P
ENSG00000101440.8	ASIP
ENSG00000244306.8	DUXAP10
ENSG00000176723.8	ZNF843
ENSG00000250790.4	AC127070.2
ENSG00000102119.9	EMD
ENSG00000230587.1	LINC02580
ENSG00000166206.12	GABRB3
ENSG00000211750.2	TRBV24-1
ENSG00000096093.13	EFHC1
ENSG00000129518.7	EAPP
ENSG00000075945.11	KIFAP3
ENSG00000225721.4	AL592166.1
ENSG00000272248.1	AL138831.2
ENSG00000255257.1	AC025016.1
ENSG00000185024.14	BRF1
ENSG00000273584.1	AC096708.3
ENSG00000173198.5	CYSLTR1
ENSG00000232216.1	IGHV3-43
ENSG00000224254.2	MTCO1P39
ENSG00000219932.6	RPL12P8
ENSG00000211979.2	IGHV7-81
ENSG00000116857.15	TMEM9
ENSG00000170955.9	CAVIN3
ENSG00000279978.1	chr22-38_28785274-29006793.1
ENSG00000133943.19	DGLUCY
ENSG00000238058.1	AL355574.1
ENSG00000278341.1	AC138028.6
ENSG00000149599.14	DUSP15
ENSG00000267319.1	SELENOKP1
ENSG00000105221.15	AKT2
ENSG00000232860.6	SMG7-AS1
ENSG00000077147.13	TM9SF3
ENSG00000154079.5	SDHAF4
ENSG00000259338.1	H3P39
ENSG00000100373.8	UPK3A
ENSG00000100347.13	SAMM50
ENSG00000240296.1	AC245052.5
ENSG00000163354.13	DCST2
ENSG00000270118.1	AC138894.2
ENSG00000109332.18	UBE2D3
ENSG00000225159.1	NPM1P39
ENSG00000127920.5	GNG11
ENSG00000275491.1	LINC01730
ENSG00000071205.10	ARHGAP10
ENSG00000270130.1	AC068790.7
ENSG00000140374.14	ETFA
ENSG00000138172.9	CALHM2
ENSG00000163516.12	ANKZF1
ENSG00000233128.1	LINC01794
ENSG00000227533.4	SLC2A1-AS1
ENSG00000251402.3	FAM90A25P
ENSG00000164930.10	FZD6
ENSG00000130827.6	PLXNA3
ENSG00000173581.6	CCDC106
ENSG00000172301.9	COPRS
ENSG00000167968.11	DNASE1L2
ENSG00000265542.4	AC015845.2
ENSG00000258987.1	AL132642.1
ENSG00000223309.1	RNU6-722P
ENSG00000267980.1	AC007292.1
ENSG00000250470.1	AC253536.5
ENSG00000272777.1	AC019131.2
ENSG00000198346.9	ZNF813
ENSG00000230013.1	CT70
ENSG00000143195.11	ILDR2
ENSG00000273270.1	AC090114.2
ENSG00000170734.10	POLH
ENSG00000260034.1	LCMT1-AS2
ENSG00000235335.2	B3GALT1-AS1
ENSG00000160959.6	LRRC14
ENSG00000175746.6	C15orf54
ENSG00000183549.9	ACSM5
ENSG00000174010.9	KLHL15
ENSG00000100926.13	TM9SF1
ENSG00000140950.14	MEAK7
ENSG00000186501.13	TMEM222
ENSG00000143621.15	ILF2
ENSG00000171860.4	C3AR1
ENSG00000120910.13	PPP3CC
ENSG00000151892.13	GFRA1
ENSG00000235449.2	AC098934.1
ENSG00000157045.7	NTAN1
ENSG00000159086.13	PAXBP1
ENSG00000170290.3	SLN
ENSG00000243422.1	RPL23AP49
ENSG00000254088.1	SLC2A3P4
ENSG00000173269.12	MMRN2
ENSG00000279968.1	CCDC28A-AS1
ENSG00000184588.16	PDE4B
ENSG00000127152.16	BCL11B
ENSG00000254389.3	RHPN1-AS1
ENSG00000253562.1	AC107909.2
ENSG00000271964.1	AC090948.1
ENSG00000280699.1	SMAD5-AS1_2
ENSG00000238123.1	MID1IP1-AS1
ENSG00000173264.12	GPR137
ENSG00000134461.14	ANKRD16
ENSG00000213057.5	C1orf220
ENSG00000269881.1	AC004754.1
ENSG00000223534.1	HLA-DQB1-AS1
ENSG00000230018.1	PPIAP39
ENSG00000136695.13	IL36RN
ENSG00000128604.17	IRF5
ENSG00000068971.12	PPP2R5B
ENSG00000250312.5	ZNF718
ENSG00000175866.14	BAIAP2
ENSG00000281538.1	AC254562.3
ENSG00000198342.8	ZNF442
ENSG00000253893.2	FAM85B
ENSG00000221818.7	EBF2
ENSG00000232412.1	AL121601.1
ENSG00000130881.12	LRP3
ENSG00000211829.5	TRDC
ENSG00000265888.1	DSCAS
ENSG00000255400.1	AC124276.2
ENSG00000232573.1	RPL3P4
ENSG00000258738.1	AL121603.2
ENSG00000115221.9	ITGB6
ENSG00000012124.13	CD22
ENSG00000204439.3	C6orf47
ENSG00000063438.15	AHRR
ENSG00000279900.1	AP001767.3
ENSG00000134339.7	SAA2
ENSG00000254477.1	AP000640.1
ENSG00000257151.1	PWAR6
ENSG00000188779.9	SKOR1
ENSG00000087365.13	SF3B2
ENSG00000169951.8	ZNF764
ENSG00000115761.14	NOL10
ENSG00000187824.7	TMEM220
ENSG00000277954.1	AC092376.2
ENSG00000126838.8	PZP
ENSG00000267783.1	AC022098.3
ENSG00000227486.1	AL050309.1
ENSG00000185842.13	DNAH14
ENSG00000227203.3	SUB1P1
ENSG00000271780.1	AL118558.3
ENSG00000227070.1	EPS15-AS1
ENSG00000215190.7	LINC00680
ENSG00000226571.1	AL592429.2
ENSG00000163995.17	ABLIM2
ENSG00000175564.11	UCP3
ENSG00000186862.16	PDZD7
ENSG00000144591.16	GMPPA
ENSG00000251175.4	GSTCD-AS1
ENSG00000134326.10	CMPK2
ENSG00000278462.1	AL359880.1
ENSG00000115590.12	IL1R2
ENSG00000262691.1	AC040160.1
ENSG00000279522.1	CTC-487M23.6
ENSG00000233817.1	AL162727.1
ENSG00000213260.3	YWHAZP5
ENSG00000177994.14	C2orf73
ENSG00000178162.7	FAR2P2
ENSG00000261049.2	AC007347.1
ENSG00000151651.14	ADAM8
ENSG00000083812.10	ZNF324
ENSG00000122484.8	RPAP2
ENSG00000254180.1	AC004083.1
ENSG00000234500.1	AC008267.3
ENSG00000105404.9	RABAC1
ENSG00000232202.1	CHORDC1P1
ENSG00000123975.4	CKS2
ENSG00000267336.1	EIF4A2P1
ENSG00000224689.6	ZNF812P
ENSG00000081985.9	IL12RB2
ENSG00000137274.11	BPHL
ENSG00000152492.12	CCDC50
ENSG00000167851.12	CD300A
ENSG00000248409.1	AP000344.2
ENSG00000278184.1	NF1P11
ENSG00000163075.11	CFAP221
ENSG00000184792.14	OSBP2
ENSG00000267385.1	AC011498.4
ENSG00000091129.18	NRCAM
ENSG00000104047.13	DTWD1
ENSG00000090372.13	STRN4
ENSG00000251451.1	GTF2IP9
ENSG00000142856.15	ITGB3BP
ENSG00000171815.5	PCDHB1
ENSG00000184916.7	JAG2
ENSG00000224237.1	MICOS10P3
ENSG00000257243.1	AC020612.1
ENSG00000140092.13	FBLN5
ENSG00000179477.8	ALOX12B
ENSG00000164080.12	RAD54L2
ENSG00000085741.11	WNT11
ENSG00000079393.19	DUSP13
ENSG00000136492.7	BRIP1
ENSG00000272181.1	AC012557.2
ENSG00000188343.11	CIBAR1
ENSG00000255833.1	TIFAB
ENSG00000135821.15	GLUL
ENSG00000275141.1	MIR6888
ENSG00000197238.4	H4C11
ENSG00000181798.2	LINC00471
ENSG00000184154.11	LRTOMT
ENSG00000230568.1	SF3A3P1
ENSG00000217539.2	IQCB2P
ENSG00000238221.1	AL139095.4
ENSG00000262136.1	AC092115.3
ENSG00000179344.15	HLA-DQB1
ENSG00000214108.4	TPT1P5
ENSG00000250220.1	AC053527.2
ENSG00000225377.4	NRSN2-AS1
ENSG00000245954.5	LINC02273
ENSG00000254260.1	AC015468.3
ENSG00000123636.16	BAZ2B
ENSG00000237945.6	LINC00649
ENSG00000211952.3	IGHV4-28
ENSG00000213213.12	CCDC183
ENSG00000182796.11	TMEM198B
ENSG00000229671.1	LINC01150
ENSG00000183114.7	FAM43B
ENSG00000170265.10	ZNF282
ENSG00000152409.8	JMY
ENSG00000137270.10	GCM1
ENSG00000170917.12	NUDT6
ENSG00000272931.1	AC099568.2
ENSG00000176273.13	SLC35G1
ENSG00000253702.1	LINC02847
ENSG00000260083.1	MIR762HG
ENSG00000271270.4	TMCC1-AS1
ENSG00000255717.5	SNHG1
ENSG00000215367.9	TMED11P
ENSG00000126785.11	RHOJ
ENSG00000228057.1	SEC63P1
ENSG00000170615.13	SLC26A5
ENSG00000102466.14	FGF14
ENSG00000248599.1	FLJ42969
ENSG00000131951.9	LRRC9
ENSG00000163875.14	MEAF6
ENSG00000263063.1	AC024361.2
ENSG00000036549.11	ZZZ3
ENSG00000141376.19	BCAS3
ENSG00000166128.11	RAB8B
ENSG00000156469.7	MTERF3
ENSG00000147647.11	DPYS
ENSG00000259402.1	AC090515.5
ENSG00000178568.12	ERBB4
ENSG00000119508.16	NR4A3
ENSG00000170584.9	NUDCD2
ENSG00000133114.16	GPALPP1
ENSG00000101152.9	DNAJC5
ENSG00000100628.10	ASB2
ENSG00000119684.14	MLH3
ENSG00000265517.1	AC246787.3
ENSG00000219470.1	AL355802.1
ENSG00000175592.7	FOSL1
ENSG00000134061.5	CD180
ENSG00000198658.4	ABHD17AP1
ENSG00000156876.9	SASS6
ENSG00000121864.8	ZNF639
ENSG00000127804.11	METTL16
ENSG00000224616.1	RTCA-AS1
ENSG00000156009.8	MAGEA8
ENSG00000126709.13	IFI6
ENSG00000163374.18	YY1AP1
ENSG00000002586.16	CD99
ENSG00000257591.4	ZNF625
ENSG00000188739.13	RBM34
ENSG00000229847.7	EMX2OS
ENSG00000106211.8	HSPB1
ENSG00000125871.12	MGME1
ENSG00000215548.2	FRG1JP
ENSG00000269894.1	AC018809.1
ENSG00000164022.15	AIMP1
ENSG00000173928.2	SWSAP1
ENSG00000177854.7	TMEM187
ENSG00000157856.9	DRC1
ENSG00000273352.1	RP11-61L19.3
ENSG00000257489.5	AC010203.1
ENSG00000141668.8	CBLN2
ENSG00000165046.11	LETM2
ENSG00000251666.1	ZNF346-IT1
ENSG00000225849.1	MKRN7P
ENSG00000168096.13	ANKS3
ENSG00000138050.13	THUMPD2
ENSG00000134020.7	PEBP4
ENSG00000149679.10	CABLES2
ENSG00000259623.1	AC125257.1
ENSG00000175600.14	SUGCT
ENSG00000239523.4	MYLK-AS1
ENSG00000137033.10	IL33
ENSG00000250326.1	AC104596.1
ENSG00000279232.1	AC008522.1
ENSG00000166856.2	GPR182
ENSG00000257135.4	ODC1-DT
ENSG00000124232.9	RBPJL
ENSG00000080298.14	RFX3
ENSG00000241458.1	RPL7P19
ENSG00000227887.1	RPS26P13
ENSG00000119973.4	PRLHR
ENSG00000267484.1	AC027319.1
ENSG00000137955.14	RABGGTB
ENSG00000168255.17	POLR2J3
ENSG00000172232.8	AZU1
ENSG00000167702.10	KIFC2
ENSG00000260798.1	AC099314.1
ENSG00000259534.1	AC087477.4
ENSG00000269656.1	NOP53-AS1
ENSG00000110665.10	C11orf21
ENSG00000240859.1	AC093627.4
ENSG00000184923.11	NUTM2A
ENSG00000150527.15	MIA2
ENSG00000111325.15	OGFOD2
ENSG00000123395.13	ATG101
ENSG00000185634.10	SHC4
ENSG00000259665.1	AC021231.3
ENSG00000272911.1	AC005696.3
ENSG00000106536.18	POU6F2
ENSG00000253796.1	AC104248.1
ENSG00000253821.1	AC090796.1
ENSG00000177173.5	NAP1L4P1
ENSG00000236617.2	AC127070.1
ENSG00000260923.4	LINC02193
ENSG00000162337.10	LRP5
ENSG00000248802.1	AC078850.2
ENSG00000279418.1	LINC00244
ENSG00000258073.1	AC128657.1
ENSG00000255342.1	AP000926.1
ENSG00000196668.3	LINC00173
ENSG00000265579.1	AC023301.1
ENSG00000272144.1	AC025171.4
ENSG00000100116.15	GCAT
ENSG00000183242.10	WT1-AS
ENSG00000139579.11	NABP2
ENSG00000119686.8	FLVCR2
ENSG00000160683.4	CXCR5
ENSG00000235560.3	AC002310.1
ENSG00000231246.1	LINC02884
ENSG00000103126.13	AXIN1
ENSG00000180287.15	PLD5
ENSG00000233261.2	FAM238A
ENSG00000141232.4	TOB1
ENSG00000182256.11	GABRG3
ENSG00000240143.1	AL023653.1
ENSG00000170469.9	SPATA24
ENSG00000231920.1	NEBL-AS1
ENSG00000135577.4	NMBR
ENSG00000215452.3	ZNF663P
ENSG00000278705.1	H4C2
ENSG00000249846.5	LINC02021
ENSG00000228889.5	UBAC2-AS1
ENSG00000165182.9	CXorf58
ENSG00000259834.1	AL365361.1
ENSG00000198015.11	MRPL42
ENSG00000258651.1	SEC23A-AS1
ENSG00000275847.1	AC104002.1
ENSG00000280211.1	AC106886.4
ENSG00000211801.3	TRAV21
ENSG00000151963.4	ZNF37CP
ENSG00000261799.1	AC007406.4
ENSG00000105373.17	NOP53
ENSG00000223350.2	IGLV9-49
ENSG00000109072.12	VTN
ENSG00000260949.1	AP006545.1
ENSG00000211679.2	IGLC3
ENSG00000272156.1	AC008280.2
ENSG00000100644.15	HIF1A
ENSG00000070729.12	CNGB1
ENSG00000114853.12	ZBTB47
ENSG00000176383.8	B3GNT4
ENSG00000112118.16	MCM3
ENSG00000177932.6	ZNF354C
ENSG00000244998.1	AC100803.2
ENSG00000167634.11	NLRP7
ENSG00000233093.4	LINC00892
ENSG00000279758.1	AC105339.5
ENSG00000279200.1	AC020558.5
ENSG00000276234.3	TADA2A
ENSG00000182858.12	ALG12
ENSG00000166148.3	AVPR1A
ENSG00000157954.13	WIPI2
ENSG00000231485.1	AL357078.1
ENSG00000116685.14	KIAA2013
ENSG00000245522.2	LINC02709
ENSG00000099822.2	HCN2
ENSG00000258735.1	LINC00637
ENSG00000224541.1	AP001439.1
ENSG00000277151.1	AL138820.1
ENSG00000139291.12	TMEM19
ENSG00000197406.7	DIO3
ENSG00000163472.17	TMEM79
ENSG00000141905.16	NFIC
ENSG00000232645.4	LINC01431
ENSG00000224459.1	SLC25A34-AS1
ENSG00000253258.1	AC068228.1
ENSG00000135002.10	RFK
ENSG00000248138.4	AC097515.1
ENSG00000125755.17	SYMPK
ENSG00000120158.10	RCL1
ENSG00000076641.4	PAG1
ENSG00000156587.14	UBE2L6
ENSG00000067066.15	SP100
ENSG00000213411.2	RBM22P2
ENSG00000202474.1	RNA5SP283
ENSG00000198858.8	R3HDM4
ENSG00000050555.16	LAMC3
ENSG00000232949.1	AC002480.2
ENSG00000230732.4	AC016949.1
ENSG00000255026.1	AC136475.3
ENSG00000241155.1	ARHGAP31-AS1
ENSG00000013810.17	TACC3
ENSG00000099256.17	PRTFDC1
ENSG00000111676.13	ATN1
ENSG00000121057.11	AKAP1
ENSG00000279461.1	AC005480.2
ENSG00000111850.9	SMIM8
ENSG00000108773.9	KAT2A
ENSG00000272056.1	AC013472.2
ENSG00000261812.4	TUBB8P7
ENSG00000144583.4	MARCHF4
ENSG00000178809.10	TRIM73
ENSG00000226084.5	AC113935.1
ENSG00000166455.12	C16orf46
ENSG00000167419.9	LPO
ENSG00000255621.1	AC023790.2
ENSG00000196569.10	LAMA2
ENSG00000248724.5	NPHP3-AS1
ENSG00000110075.13	PPP6R3
ENSG00000244682.6	FCGR2C
ENSG00000168852.11	TPTE2P5
ENSG00000079335.16	CDC14A
ENSG00000271227.1	SREK1IP1P2
ENSG00000076382.15	SPAG5
ENSG00000137642.11	SORL1
ENSG00000125503.11	PPP1R12C
ENSG00000177463.14	NR2C2
ENSG00000104537.15	ANXA13
ENSG00000229228.1	LINC00582
ENSG00000260388.2	LINC00562
ENSG00000230319.1	TTLL1-AS1
ENSG00000142408.2	CACNG8
ENSG00000145241.9	CENPC
ENSG00000279905.1	AC063926.3
ENSG00000023171.13	GRAMD1B
ENSG00000213740.2	SERBP1P1
ENSG00000221571.3	RNU6ATAC35P
ENSG00000171657.5	GPR82
ENSG00000135406.12	PRPH
ENSG00000236942.1	AC096533.1
ENSG00000240891.5	PLCXD2
ENSG00000242288.9	BMS1P4-AGAP5
ENSG00000276509.1	AC239799.1
ENSG00000146013.9	GFRA3
ENSG00000232677.5	LINC00665
ENSG00000211898.6	IGHD
ENSG00000160993.3	ALKBH4
ENSG00000204427.10	ABHD16A
ENSG00000198718.11	TOGARAM1
ENSG00000070413.17	DGCR2
ENSG00000152661.7	GJA1
ENSG00000275993.2	SIK1B
ENSG00000113360.15	DROSHA
ENSG00000158525.14	CPA5
ENSG00000111424.9	VDR
ENSG00000100399.14	CHADL
ENSG00000170027.6	YWHAG
ENSG00000253320.4	MAILR
ENSG00000159840.14	ZYX
ENSG00000254101.4	LINC02055
ENSG00000237339.4	LINC01502
ENSG00000269834.4	ZNF528-AS1
ENSG00000230583.5	GTF2IRD1P1
ENSG00000211810.3	TRAV29DV5
ENSG00000260689.2	HNRNPA3P11
ENSG00000137496.16	IL18BP
ENSG00000279689.1	AC022400.7
ENSG00000106538.8	RARRES2
ENSG00000172819.15	RARG
ENSG00000233682.3	AL356417.2
ENSG00000110881.10	ASIC1
ENSG00000139835.12	GRTP1
ENSG00000279727.1	LINC02033
ENSG00000078140.12	UBE2K
ENSG00000227744.4	LINC01940
ENSG00000258810.1	AL133371.2
ENSG00000185267.8	CDNF
ENSG00000257108.1	NHLRC4
ENSG00000267064.1	UXT-AS1
ENSG00000258388.6	PPT2-EGFL8
ENSG00000225556.1	C2CD4D
ENSG00000274654.1	AC022467.1
ENSG00000184557.4	SOCS3
ENSG00000240225.9	ZNF542P
ENSG00000189129.12	PLAC9
ENSG00000198722.11	UNC13B
ENSG00000104964.13	TLE5
ENSG00000149534.7	MS4A2
ENSG00000093167.16	LRRFIP2
ENSG00000235559.1	NOP56P1
ENSG00000225331.1	LINC01678
ENSG00000196456.7	ZNF775
ENSG00000105974.10	CAV1
ENSG00000155363.17	MOV10
ENSG00000280143.1	AP000892.4
ENSG00000100721.9	TCL1A
ENSG00000088727.11	KIF9
ENSG00000164180.12	TMEM161B
ENSG00000257989.1	AC078864.1
ENSG00000188215.8	DCUN1D3
ENSG00000121067.16	SPOP
ENSG00000151650.7	VENTX
ENSG00000263853.1	AC139530.1
ENSG00000131737.5	KRT34
ENSG00000255036.4	STRA6LP
ENSG00000162086.13	ZNF75A
ENSG00000075415.11	SLC25A3
ENSG00000242247.9	ARFGAP3
ENSG00000123992.17	DNPEP
ENSG00000204116.10	CHIC1
ENSG00000250415.1	AC022113.1
ENSG00000115944.13	COX7A2L
ENSG00000079805.15	DNM2
ENSG00000253519.1	AC106801.1
ENSG00000163132.6	MSX1
ENSG00000178974.8	FBXO34
ENSG00000155966.12	AFF2
ENSG00000228335.1	AC073063.1
ENSG00000211804.3	TRDV1
ENSG00000166140.16	ZFYVE19
ENSG00000249141.1	AL159163.1
ENSG00000230749.4	MEIS1-AS2
ENSG00000188002.9	AC026412.1
ENSG00000272043.1	AC016405.2
ENSG00000165023.5	DIRAS2
ENSG00000183562.3	AC131971.1
ENSG00000078668.12	VDAC3
ENSG00000249921.2	AC034207.1
ENSG00000151468.10	CCDC3
ENSG00000144535.18	DIS3L2
ENSG00000211897.6	IGHG3
ENSG00000189144.12	ZNF573
ENSG00000258369.1	ADI1P3
ENSG00000035687.9	ADSS2
ENSG00000129159.6	KCNC1
ENSG00000170989.8	S1PR1
ENSG00000196116.7	TDRD7
ENSG00000137869.12	CYP19A1
ENSG00000196323.10	ZBTB44
ENSG00000225125.2	RANP4
ENSG00000227800.1	IGHD4-17
ENSG00000274286.1	ADRA2B
ENSG00000182247.8	UBE2E2
ENSG00000168398.6	BDKRB2
ENSG00000265982.1	AC103810.3
ENSG00000267355.2	RPL9P29
ENSG00000260828.1	HMGB3P32
ENSG00000189180.14	ZNF33A
ENSG00000171823.6	FBXL14
ENSG00000213672.6	NCKIPSD
ENSG00000271327.1	AC010201.2
ENSG00000135842.15	NIBAN1
ENSG00000261459.1	AC002310.4
ENSG00000122986.12	HVCN1
ENSG00000227500.8	SCAMP4
ENSG00000171016.10	PYGO1
ENSG00000064309.13	CDON
ENSG00000105135.14	ILVBL
ENSG00000141098.11	GFOD2
ENSG00000183049.11	CAMK1D
ENSG00000090661.10	CERS4
ENSG00000230295.1	GTF2IP23
ENSG00000135436.7	FAM186B
ENSG00000278214.1	LINC02139
ENSG00000243366.3	RN7SL60P
ENSG00000162733.15	DDR2
ENSG00000106330.10	MOSPD3
ENSG00000225400.1	RAB28P5
ENSG00000073050.10	XRCC1
ENSG00000152760.8	TCTEX1D1
ENSG00000167625.9	ZNF526
ENSG00000108379.8	WNT3
ENSG00000131697.16	NPHP4
ENSG00000112079.8	STK38
ENSG00000101213.6	PTK6
ENSG00000258984.4	UBE2F-SCLY
ENSG00000162706.11	CADM3
ENSG00000262050.1	AC005696.1
ENSG00000240032.1	LNCSRLR
ENSG00000270574.1	AC010680.2
ENSG00000150627.14	WDR17
ENSG00000100906.9	NFKBIA
ENSG00000166704.10	ZNF606
ENSG00000154479.11	CCDC173
ENSG00000249014.2	HMGN2P4
ENSG00000099399.5	MAGEB2
ENSG00000157978.10	LDLRAP1
ENSG00000101019.20	UQCC1
ENSG00000165655.15	ZNF503
ENSG00000250748.5	AC025419.1
ENSG00000183018.7	SPNS2
ENSG00000277450.1	AC002094.4
ENSG00000105576.14	TNPO2
ENSG00000213160.8	KLHL23
ENSG00000259429.4	UBE2Q2P2
ENSG00000111215.10	PRR4
ENSG00000257636.5	G2E3-AS1
ENSG00000148290.8	SURF1
ENSG00000204308.7	RNF5
ENSG00000171703.15	TCEA2
ENSG00000158792.14	SPATA2L
ENSG00000103351.11	CLUAP1
ENSG00000131016.15	AKAP12
ENSG00000276054.1	AC243654.3
ENSG00000272509.1	AC087752.4
ENSG00000100258.16	LMF2
ENSG00000085788.12	DDHD2
ENSG00000223511.4	AL683807.1
ENSG00000091140.11	DLD
ENSG00000258890.5	CEP95
ENSG00000275567.1	AC008250.2
ENSG00000233045.1	RPL15P5
ENSG00000122176.10	FMOD
ENSG00000143013.11	LMO4
ENSG00000104899.5	AMH
ENSG00000231105.1	ECE1-AS1
ENSG00000236641.1	Z99916.1
ENSG00000180139.11	ACTA2-AS1
ENSG00000109089.7	CDR2L
ENSG00000110931.17	CAMKK2
ENSG00000104290.9	FZD3
ENSG00000250917.1	AL035458.2
ENSG00000274685.1	AL360181.4
ENSG00000273549.1	Metazoa_SRP
ENSG00000228019.1	AC006480.1
ENSG00000104783.10	KCNN4
ENSG00000261481.1	AC022167.4
ENSG00000141349.7	G6PC3
ENSG00000173110.7	HSPA6
ENSG00000258384.1	RCCD1-AS1
ENSG00000105983.18	LMBR1
ENSG00000211698.2	TRGV4
ENSG00000274961.1	RP3-492J12.2
ENSG00000170759.10	KIF5B
ENSG00000218891.4	ZNF579
ENSG00000100122.5	CRYBB1
ENSG00000228065.9	LINC01515
ENSG00000182108.8	DEXI
ENSG00000236848.2	RPL23AP95
ENSG00000272459.1	AC139795.3
ENSG00000218819.4	TDRD15
ENSG00000232034.1	AC092168.2
ENSG00000171295.11	ZNF440
ENSG00000103528.15	SYT17
ENSG00000278999.1	AC008985.1
ENSG00000274265.3	AC245297.3
ENSG00000255807.1	PTP4A1P2
ENSG00000121897.12	LIAS
ENSG00000015532.8	XYLT2
ENSG00000259182.4	AC019254.1
ENSG00000101464.9	PIGU
ENSG00000154511.10	DIPK1A
ENSG00000058600.14	POLR3E
ENSG00000224721.1	AC007182.1
ENSG00000264010.1	MIR4429
ENSG00000140688.15	RUSF1
ENSG00000222022.1	AC112721.1
ENSG00000141480.16	ARRB2
ENSG00000112837.15	TBX18
ENSG00000140519.11	RHCG
ENSG00000261834.2	IGHV3OR16-15
ENSG00000183662.9	TAFA1
ENSG00000120279.6	MYCT1
ENSG00000088356.5	PDRG1
ENSG00000250685.6	AC009123.1
ENSG00000228261.1	ITPRIP-AS1
ENSG00000138798.10	EGF
ENSG00000167815.10	PRDX2
ENSG00000228401.4	AL590226.1
ENSG00000059377.14	TBXAS1
ENSG00000269843.1	AC008537.2
ENSG00000198728.9	LDB1
ENSG00000182718.15	ANXA2
ENSG00000147889.15	CDKN2A
ENSG00000275720.1	AC243830.2
ENSG00000273009.1	RP11-352G9.1
ENSG00000228623.3	ZNF883
ENSG00000119041.9	GTF3C3
ENSG00000163453.10	IGFBP7
ENSG00000229056.2	HECW2-AS1
ENSG00000241294.1	IGKV2-24
ENSG00000271649.1	LINC00904
ENSG00000035862.11	TIMP2
ENSG00000226051.5	ZNF503-AS1
ENSG00000163558.11	PRKCI
ENSG00000171425.8	ZNF581
ENSG00000167216.15	KATNAL2
ENSG00000211942.3	IGHV3-13
ENSG00000242615.1	AC022415.1
